exterior_color,interior_color,drivetrain,fuel_type,transmission,engine,vin,mileage,seller,reviews_count,seller_state,new_used,brand,comfort,interior_design,performance,value_for_the_money,exterior_styling,reliability,price,rating,year,model,features
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn0l7c85267,16199,echopark_automotive_raleigh,20,nc,used,alfa,4.8,4.8,5.0,4.9,5.0,4.8,39489.0,5.0,2020,romeo_stelvio_ti_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
jet_black,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfrmfcw0kgm06502,12398,the_collection,,fl,used,aston,4.0,5.0,5.0,3.0,5.0,4.0,193900.0,4.7,2019,martin_db11_volante,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
white,cream,awd,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1dgafe6dd008330,127398,trimax_auto_group,,va,used,audi,4.5,4.0,4.1,3.9,4.4,4.1,17985.0,4.8,2013,q7_3.0t_s_line_prestige,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
alfa_white,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspajan1k7c58217,26500,rick_case_maserati,,fl,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,33663.0,4.6,2019,romeo_stelvio_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""usb_port""]"
oolong_gray_metallic,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafc8dn013704,126752,autonation_honda_renton,,wa,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,13995.0,4.6,2013,a6_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,orange,all_wheel_drive,gasoline_fuel,a/t,333.0hp_3.0l_v6_cylinder_engine_gasoline_fuel,waucgafh4cn003161,81000,,,,used,audi,4.6,4.6,4.6,4.2,4.9,4.3,19800.0,4.6,2012,s5_3.0_premium_plus,"[""alloy_wheels"", ""cooled_seats"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""third_row_seating""]"
vulcano_black_metallic,crema,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaecn0j7575984,40873,wells_auto_group,,tx,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,29887.0,3.4,2018,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauggafc4dn089093,75799,fox_valley_buick_gmc,,il,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,21995.0,4.8,2013,a6_3.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
stromboli_gray_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfakbn2j7b67827,50348,joe_rizza_ford_lincoln,,il,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,31690.0,4.6,2018,romeo_stelvio_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
mythos_black_metallic,,front_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,1.8l_i4_16v_gdi_dohc_turbo,wauccgff8f1027083,82891,audi_dominion,33,tx,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,15991.0,4.4,2015,a3_1.8t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""stability_control""]"
brilliant_black,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waukfafl8cn010407,81477,audi_el_paso,,tx,used,audi,4.7,4.7,4.7,4.4,4.8,4.5,15900.0,4.6,2012,a4_2.0t_prestige_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
mythos_black_metallic,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,4.0l_v8_32v_gdi_dohc_twin_turbo,wauf2afc6gn144772,45498,selden_motors,,pa,used,audi,4.9,4.9,5.0,4.6,4.4,4.9,40990.0,3.6,2016,s6_4.0t_quattro_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
burgundy,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaeen2h7560152,97359,carvana_touchless_delivery_to_your_home,,,used,alfa,4.6,4.7,4.9,4.5,5.0,4.4,24590.0,4.2,2017,romeo_giulia_ti,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""remote_start"", ""stability_control"", ""usb_port""]"
frosted_glass_blue,dark_knight,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgaw6kgn01785,44968,napleton_aston_martin_maserati,,il,used,aston,4.9,4.7,5.0,5.0,5.0,4.6,113957.0,4.7,2019,martin_vantage_base,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""usb_port""]"
silverstone_gray_metallic,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaebn8j7566323,54131,alfa_romeo_of_fort_worth,,tx,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,27863.0,4.1,2018,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""homelink"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
brilli,,all_wheel_drive,gasoline,5_speed_automatic,4.2l_v8_40v_mpfi_dohc,wauml64b33n048443,133882,boise_auto_arena_llc,,id,used,audi,4.8,4.7,4.7,3.9,4.6,4.2,5995.0,4.3,2003,a6_4.2_quattro,"[""alloy_wheels"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""stability_control""]"
deep_sea_blue_pearl,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waubfafl9bn008793,83075,"michaels_motorcars,_inc.",,nj,used,audi,4.7,4.6,4.7,4.2,4.9,4.4,13995.0,4.8,2011,a4_2.0t_premium_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
monsoon_gray_metallic,titanium_gray_/_black,front_wheel_drive,gasoline,automatic_cvt,2.0l_i4_16v_gdi_dohc_turbo,wauefafl6dn034297,57649,day's_chevrolet_jasper,,ga,used,audi,4.7,4.7,4.7,4.6,4.9,4.7,15900.0,4.8,2013,a4_2.0t_premium_plus,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
brilliant_black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauwgcfc6cn116073,81714,northeast_auto_gallery,,oh,used,audi,4.7,4.7,4.6,4.2,4.9,4.5,22995.0,4.5,2012,a7_3.0t_quattro_premium,"[""alloy_wheels"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
blue,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,3.0l_v6_24v_gdi_dohc_supercharged,wauvgafr8da000984,92842,vehicle_warehouse,,tx,used,audi,4.9,4.9,4.9,4.5,4.9,4.9,22990.0,3.9,2013,s5_3.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
gold,beige,front_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,waunf78p16a060691,122193,autosource,,hi,used,audi,4.5,4.6,4.9,4.3,4.9,4.6,9995.0,4.6,2006,a3_2.0t,"[""alloy_wheels"", ""brake_assist"", ""stability_control""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waubfafl8dn006214,120197,straight_motor_sales,,nj,used,audi,4.7,4.7,4.7,4.6,4.9,4.7,12691.0,4.2,2013,a4_2.0t_premium_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
gray,black,all_wheel_drive,gasoline,6_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waudf78e58a070993,127172,crs_1_llc,,nj,used,audi,4.5,4.4,4.5,4.4,4.7,4.4,4701.0,2.2,2008,a4_2.0t,"[""alloy_wheels"", ""brake_assist"", ""stability_control""]"
black,black,all_wheel_drive,gasoline_fuel,8_speed_a/t,310.0hp_3.0l_v6_cylinder_engine_gasoline_fuel,wauggafc7cn145235,147000,,,,used,audi,4.8,4.7,4.7,4.5,4.7,4.6,13000.0,4.7,2012,a6_3.0_premium_quattro,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""led_headlights"", ""navigation_system"", ""power_liftgate"", ""sunroof/moonroof"", ""tow_hooks""]"
gray,black,all_wheel_drive,gasoline,6_speed_automatic,3.1l_v6_24v_gdi_dohc,waudh74f87n012201,207012,the_car_house,,nj,used,audi,4.7,4.7,4.6,4.4,4.8,4.4,3995.0,3.3,2007,a6_3.2_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
british_racing_green,black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgawxkgn00459,16677,napleton_aston_martin_maserati,,il,used,aston,4.9,4.7,5.0,5.0,5.0,4.6,122800.0,4.7,2019,martin_vantage_base,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""usb_port""]"
white_tri_coat,sport,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfaknn9j7b80859,60235,autonation_ford_scottsdale,,az,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,29499.0,4.3,2018,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
blue,white,all_wheel_drive,gasoline_fuel,9_speed_a/t,542.0hp_4.0l_8_cylinder_engine_gasoline_fuel,scfvujaw0mtv01561,3800,,,,used,aston,,,,,,,195000.0,,2021,martin_dbx_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""cooled_seats"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""rear_cross_traffic_alert"", ""remote_start"", ""stability_control"", ""sunroof/moonroof"", ""usb_port""]"
ibis_white,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,4.0l_v8_32v_gdi_dohc_twin_turbo,wau32bfc8dn095207,107682,addison_autoplex,,tx,used,audi,4.7,4.5,4.0,4.0,5.0,3.7,27697.0,3.1,2013,s7_4.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfananxk761383,,alfa_romeo_of_st._petersburg,16,fl,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,28795.0,4.7,2019,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""remote_start"", ""stability_control"", ""usb_port""]"
ice_silver_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,waur2afd1dn020622,66145,webber_family_motors,,mn,used,audi,4.9,5.0,4.9,4.7,4.8,4.6,28700.0,4.8,2013,a8_l_4.0t,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
blue,silver,all_wheel_drive,gasoline,8_speed_a/t,4_cylinder_engine,waucfafh0dn014842,100788,sutton_&_sutton_auto_sales_llc,,fl,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,14999.0,4.6,2013,a5_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1lfafp4ca046297,106775,777_auto_llc,,ma,used,audi,4.7,4.7,4.7,4.3,4.8,4.5,13995.0,3.3,2012,q5_2.0t_premium,"[""alloy_wheels"", ""brake_assist"", ""lane_departure_warning"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""tow_hitch""]"
black,black,all_wheel_drive,gasoline_fuel,a/t,211.0hp_2.0l_4_cylinder_engine_gasoline_fuel,waucfafr2da046191,108000,,,,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,15000.0,4.6,2013,a5_2.0t_premium,"[""leather_seats""]"
blue,black,rear_wheel_drive,gasoline_fuel,a/t,280.0hp_2.0l_4_cylinder_engine_gasoline_fuel,zaspajan7l7c94964,10500,,,,used,alfa,4.8,4.8,5.0,4.9,5.0,4.8,39500.0,4.9,2020,romeo_stelvio_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""keyless_start"", ""leather_seats"", ""stability_control""]"
phantom_black_pearl_effect,lunar_silver,all_wheel_drive,gasoline,automatic,premium_unleaded_v_8_4.2_l/254,wuac6afr5ea902347,48659,isringhausen_imports,,il,used,audi,4.7,4.9,4.8,4.6,4.9,4.8,44900.0,4.9,2014,rs_5_4.2_(s_tronic),"[""bluetooth""]"
black,black,all_wheel_drive,gasoline,automatic,2.0l_fsi_i4_turbo_charged_engine,waubfafl6cn006419,127087,your_choice_auto_sales_of_elgin,,il,used,audi,4.7,4.7,4.7,4.4,4.8,4.5,11999.0,4.2,2012,a4_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe4fd005134,99424,auto_house_motors,,il,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,22990.0,3.6,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
orca_black_metallic,black,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1lmafe7fd029257,64563,five_star_warner_robins_chrysler_dodge_jeep_ram,,ga,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,27000.0,4.5,2015,q7_3.0_tdi_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
china_gray,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgaw3mgn05120,12376,sweetcars,,in,used,aston,,,,,,,159995.0,4.9,2021,martin_vantage_automatic,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
daytona_gray_pearl,black,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1lmbfe1fd018163,74977,hgreg.com_doral,,fl,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,25498.0,4.4,2015,q7_3.0_tdi_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating"", ""tow_hitch""]"
black,,rear_wheel_drive,gasoline,6_speed_automatic,6.0l_v12_48v_mpfi_dohc,scffdabexbgb13188,35442,earth_motorcars,5,tx,used,aston,3.0,3.0,3.0,3.0,3.0,5.0,87790.0,5.0,2011,martin_db9_volante,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
silver,limestone_gray,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,5.2l_v10_40v_gdi_dohc,wuaanafg1an000287,39895,imperial_ford,51,ma,used,audi,4.4,4.2,4.6,4.0,4.2,4.0,99880.0,5.0,2010,r8_5.2_quattro,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1cgafe1fd028256,59597,carvana_touchless_delivery_to_your_home,,,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,27990.0,4.2,2015,q7_3.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
silver,gray,,,automatic,,scfaa4120vk201466,24723,miami_auto_broker,0,fl,used,aston,,,,,,,34900.0,4.6,1997,martin_db7_volante,String[]
condor_grey_metallic,gray,all_wheel_drive,gasoline,automatic,3.0l_dohc_fsi_24_valve_supercharged_v6_engine,wauwgafb7bn003856,107786,"certified_car_center,_inc",,va,used,audi,4.9,4.9,5.0,4.8,4.9,5.0,12965.0,4.6,2011,a6_3.0t_prem_plus_*ltd_avail*,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
phantom_black_pearl,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wauwfafr3ea012677,66942,jaguar_land_rover_fort_lauderdale,,fl,used,audi,4.8,4.8,4.8,4.6,4.9,4.8,21790.0,4.6,2014,a5_2.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
silver,black,all_wheel_drive,gasoline,5_speed_automatic,4.2l_v8_40v_mpfi_dohc_twin_turbo,wuapv54b13n905575,106216,chicago_fine_motors,,il,used,audi,4.5,4.5,4.8,4.5,4.9,4.1,13950.0,3.3,2003,rs6_quattro,"[""alloy_wheels"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn2k7c39972,33924,steve_hahn_auto_group,51,wa,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,42810.0,5.0,2019,romeo_stelvio_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
gray,sport,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1vmafe6bd009066,176923,carrva,,va,used,audi,4.8,4.5,4.4,4.1,4.7,4.2,14995.0,4.9,2011,q7_tdi_prestige,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
blue,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waubfafl7en026326,49426,napoli_kia,57,ct,used,audi,4.6,4.6,4.7,4.4,4.8,4.5,20880.0,4.8,2014,a4_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,beige,all_wheel_drive,gasoline_fuel,6_speed_a/t,350.0hp_4.2l_8_cylinder_engine_gasoline_fuel,wa1bv74l27d068885,65900,,,,used,audi,4.5,4.5,4.2,4.0,4.7,4.0,11000.0,4.3,2007,q7_4.2_premium,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""sunroof/moonroof"", ""third_row_seating"", ""usb_port""]"
alfa_white,red,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn8k7c42021,11648,hgreg_nissan_delray,,fl,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,39998.0,4.6,2019,romeo_stelvio_ti_lusso,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
